523776.00 : 523776.00
-512.00 : -512.00
-1024.00 : 0.00
-0.00 : -1024.00
-1748.08 : 724.08
-299.92 : -724.08
-724.08 : -299.92
724.08 : -1748.08
-3086.00 : 2062.00
-410.16 : -613.84
-854.11 : -169.89
254.26 : -1278.26
-1278.26 : 254.26
-169.89 : -854.11
-613.84 : -410.16
2062.00 : -3086.00
-5710.42 : 4686.42
-461.57 : -562.43
-932.19 : -91.81
111.87 : -1135.87
-1469.88 : 445.88
-238.33 : -785.67
-667.31 : -356.69
1175.84 : -2199.84
-2199.84 : 1175.84
-356.69 : -667.31
-785.67 : -238.33
445.88 : -1469.88
-1135.87 : 111.87
-91.81 : -932.19
-562.43 : -461.57
4686.42 : -5710.42
-10934.00 : 9910.00
-486.85 : -537.15
-976.05 : -47.95
52.90 : -1076.90
-1594.53 : 570.53
-269.84 : -754.16
-695.20 : -328.80
918.94 : -1942.94
-2556.02 : 1532.02
-383.75 : -640.25
-818.88 : -205.12
342.22 : -1366.22
-1202.35 : 178.35
-132.27 : -891.73
-587.95 : -436.05
2939.62 : -3963.62
-3963.62 : 2939.62
-436.05 : -587.95
-891.73 : -132.27
178.35 : -1202.35
-1366.22 : 342.22
-205.12 : -818.88
-640.25 : -383.75
1532.02 : -2556.02
-1942.94 : 918.94
-328.80 : -695.20
-754.16 : -269.84
570.53 : -1594.53
-1076.90 : 52.90
-47.95 : -976.05
-537.15 : -486.85
9910.00 : -10934.00
-21368.57 : 20344.57
-499.43 : -524.57
-999.46 : -24.54
25.77 : -1049.77
-1667.05 : 643.05
-285.05 : -738.95
-709.50 : -314.50
815.31 : -1839.31
-2792.04 : 1768.04
-397.03 : -626.97
-836.22 : -187.78
296.54 : -1320.54
-1238.98 : 214.98
-151.41 : -872.59
-600.84 : -423.16
2438.73 : -3462.73
-4663.19 : 3639.19
-448.85 : -575.15
-911.57 : -112.43
144.07 : -1168.07
-1415.81 : 391.81
-221.96 : -802.04
-653.69 : -370.31
1338.13 : -2362.13
-2061.85 : 1037.85
-342.86 : -681.14
-769.72 : -254.28
505.17 : -1529.17
-1105.55 : 81.55
-70.35 : -953.65
-549.77 : -474.23
6429.01 : -7453.01
-7453.01 : 6429.01
-474.23 : -549.77
-953.65 : -70.35
81.55 : -1105.55
-1529.17 : 505.17
-254.28 : -769.72
-681.14 : -342.86
1037.85 : -2061.85
-2362.13 : 1338.13
-370.31 : -653.69
-802.04 : -221.96
391.81 : -1415.81
-1168.07 : 144.07
-112.43 : -911.57
-575.15 : -448.85
3639.19 : -4663.19
-3462.73 : 2438.73
-423.16 : -600.84
-872.59 : -151.41
214.98 : -1238.98
-1320.54 : 296.54
-187.78 : -836.22
-626.97 : -397.03
1768.04 : -2792.04
-1839.31 : 815.31
-314.50 : -709.50
-738.95 : -285.05
643.05 : -1667.05
-1049.77 : 25.77
-24.54 : -999.46
-524.57 : -499.43
20344.57 : -21368.57
-42231.42 : 41207.42
-505.72 : -518.28
-1011.59 : -12.41
12.72 : -1036.72
-1706.41 : 682.41
-292.52 : -731.48
-716.75 : -307.25
768.29 : -1792.29
-2930.50 : 1906.50
-403.61 : -620.39
-845.09 : -178.91
275.00 : -1299.00
-1258.27 : 234.27
-160.73 : -863.27
-607.33 : -416.67
2237.95 : -3261.95
-5128.86 : 4104.86
-455.22 : -568.78
-921.78 : -102.22
127.72 : -1151.72
-1442.24 : 418.24
-230.20 : -793.80
-660.48 : -363.52
1253.55 : -2277.55
-2128.17 : 1104.17
-349.80 : -674.20
-777.64 : -246.36
474.83 : -1498.83
-1120.49 : 96.49
-81.19 : -942.81
-556.09 : -467.91
5433.55 : -6457.55
-8845.83 : 7821.83
-480.54 : -543.46
-964.73 : -59.27
67.03 : -1091.03
-1561.03 : 537.03
-262.11 : -761.89
-688.14 : -335.86
976.27 : -2000.27
-2454.56 : 1430.56
-377.05 : -646.95
-810.40 : -213.60
366.49 : -1390.49
-1184.93 : 160.93
-122.45 : -901.55
-581.54 : -442.46
3257.80 : -4281.80
-3694.07 : 2670.07
-429.62 : -594.38
-882.07 : -141.93
196.36 : -1220.36
-1342.92 : 318.92
-196.51 : -827.49
-633.59 : -390.41
1643.93 : -2667.93
-1889.42 : 865.42
-321.68 : -702.32
-746.51 : -277.49
605.82 : -1629.82
-1063.16 : 39.16
-36.38 : -987.62
-530.86 : -493.14
13388.89 : -14412.89
-14412.89 : 13388.89
-493.14 : -530.86
-987.62 : -36.38
39.16 : -1063.16
-1629.82 : 605.82
-277.49 : -746.51
-702.32 : -321.68
865.42 : -1889.42
-2667.93 : 1643.93
-390.41 : -633.59
-827.49 : -196.51
318.92 : -1342.92
-1220.36 : 196.36
-141.93 : -882.07
-594.38 : -429.62
2670.07 : -3694.07
-4281.80 : 3257.80
-442.46 : -581.54
-901.55 : -122.45
160.93 : -1184.93
-1390.49 : 366.49
-213.60 : -810.40
-646.95 : -377.05
1430.56 : -2454.56
-2000.27 : 976.27
-335.86 : -688.14
-761.89 : -262.11
537.03 : -1561.03
-1091.03 : 67.03
-59.27 : -964.73
-543.46 : -480.54
7821.83 : -8845.83
-6457.55 : 5433.55
-467.91 : -556.09
-942.81 : -81.19
96.49 : -1120.49
-1498.83 : 474.83
-246.36 : -777.64
-674.20 : -349.80
1104.17 : -2128.17
-2277.55 : 1253.55
-363.52 : -660.48
-793.80 : -230.20
418.24 : -1442.24
-1151.72 : 127.72
-102.22 : -921.78
-568.78 : -455.22
4104.86 : -5128.86
-3261.95 : 2237.95
-416.67 : -607.33
-863.27 : -160.73
234.27 : -1258.27
-1299.00 : 275.00
-178.91 : -845.09
-620.39 : -403.61
1906.50 : -2930.50
-1792.29 : 768.29
-307.25 : -716.75
-731.48 : -292.52
682.41 : -1706.41
-1036.72 : 12.72
-12.41 : -1011.59
-518.28 : -505.72
41207.42 : -42231.42
-83953.98 : 82929.98
-508.86 : -515.14
-1017.76 : -6.24
6.32 : -1030.32
-1726.94 : 702.94
-296.23 : -727.77
-720.41 : -303.59
745.85 : -1769.85
-3005.92 : 1981.92
-406.89 : -617.11
-849.58 : -174.42
264.53 : -1288.53
-1268.18 : 244.18
-165.33 : -858.67
-610.58 : -413.42
2147.17 : -3171.17
-5402.60 : 4378.60
-458.40 : -565.60
-926.96 : -97.04
119.74 : -1143.74
-1455.91 : 431.91
-234.28 : -789.72
-663.89 : -360.11
1213.89 : -2237.89
-2163.29 : 1139.29
-353.25 : -670.75
-781.64 : -242.36
460.19 : -1484.19
-1128.13 : 104.13
-86.53 : -937.47
-559.26 : -464.74
5035.15 : -6059.15
-9774.02 : 8750.02
-483.70 : -540.30
-970.36 : -53.64
59.92 : -1083.92
-1577.57 : 553.57
-265.99 : -758.01
-691.66 : -332.34
947.11 : -1971.11
-2504.08 : 1480.08
-380.41 : -643.59
-814.63 : -209.37
354.23 : -1378.23
-1193.57 : 169.57
-127.38 : -896.62
-584.74 : -439.26
3091.84 : -4115.84
-3823.50 : 2799.50
-432.84 : -591.16
-886.88 : -137.12
187.28 : -1211.28
-1354.45 : 330.45
-200.83 : -823.17
-636.92 : -387.08
1586.57 : -2610.57
-1915.73 : 891.73
-325.25 : -698.75
-750.32 : -273.68
587.94 : -1611.94
-1069.99 : 45.99
-42.20 : -981.80
-534.00 : -490.00
11401.10 : -12425.10
-17195.37 : 16171.37
-496.29 : -527.71
-993.51 : -30.49
32.42 : -1056.42
-1648.18 : 624.18
-281.28 : -742.72
-705.90 : -318.10
839.96 : -1863.96
-2728.34 : 1704.34
-393.72 : -630.28
-831.84 : -192.16
307.62 : -1331.62
-1229.59 : 205.59
-146.69 : -877.31
-597.61 : -426.39
2550.16 : -3574.16
-4463.46 : 3439.46
-445.66 : -578.34
-906.54 : -117.46
152.43 : -1176.43
-1403.01 : 379.01
-217.79 : -806.21
-650.31 : -373.69
1383.30 : -2407.30
-2030.50 : 1006.50
-339.37 : -684.63
-765.79 : -258.21
520.90 : -1544.90
-1098.24 : 74.24
-64.84 : -959.16
-546.61 : -477.39
7062.21 : -8086.21
-6917.08 : 5893.08
-471.07 : -552.93
-948.20 : -75.80
